repo,language,tool,severity,kind,id,package,installed,fixed,path,line,title
ota-campaign-service,java,trivy,HIGH,dependency,GHSA-r7wm-3cxj-wff9,com.fasterxml.jackson.core:jackson-core,2.15.3,"2.18.8, 2.21.4",pom.xml,,jackson-core: Async parser maxNumberLength bypass via chunked digit accumulation (incomplete fix for GHSA-72hv-8253-57qq
owner-portal-bff,typescript,semgrep,HIGH,code,palmtree-ts-jwt-verify-no-algorithms,,,,src/auth.ts,20,jwt
owner-portal-bff,typescript,trivy,HIGH,dependency,CVE-2020-8203,lodash,4.17.15,4.17.19,package-lock.json,,nodejs-lodash: prototype pollution in zipObjectDeep function
owner-portal-bff,typescript,trivy,HIGH,dependency,CVE-2021-23337,lodash,4.17.15,4.17.21,package-lock.json,,nodejs-lodash: command injection via template
owner-portal-bff,typescript,trivy,HIGH,dependency,CVE-2021-3749,axios,0.21.1,0.21.2,package-lock.json,,nodejs-axios: Regular expression denial of service in trim function
owner-portal-bff,typescript,trivy,HIGH,dependency,CVE-2022-23539,jsonwebtoken,8.5.1,9.0.0,package-lock.json,,jsonwebtoken: Unrestricted key type could lead to legacy keys usagen
owner-portal-bff,typescript,trivy,HIGH,dependency,CVE-2025-27152,axios,0.21.1,"1.8.2, 0.30.0",package-lock.json,,axios: Possible SSRF and Credential Leakage via Absolute URL in axios Requests
owner-portal-bff,typescript,trivy,HIGH,dependency,CVE-2026-25223,fastify,4.29.1,5.7.2,package-lock.json,,Fastify: Fastify: Validation bypass due to malformed Content-Type header leading to integrity impact
owner-portal-bff,typescript,trivy,HIGH,dependency,CVE-2026-25639,axios,0.21.1,"1.13.5, 0.30.3",package-lock.json,,axios: Axios affected by Denial of Service via __proto__ Key in mergeConfig
owner-portal-bff,typescript,trivy,HIGH,dependency,CVE-2026-42033,axios,0.21.1,"1.15.1, 0.31.1",package-lock.json,,axios: Axios: HTTP Transport Hijacking via Prototype Pollution
owner-portal-bff,typescript,trivy,HIGH,dependency,CVE-2026-42035,axios,0.21.1,"1.15.1, 0.31.1",package-lock.json,,axios: Axios: Arbitrary HTTP header injection via prototype pollution
owner-portal-bff,typescript,trivy,HIGH,dependency,CVE-2026-42043,axios,0.21.1,"1.15.1, 0.31.1",package-lock.json,,axios: Axios: NO_PROXY bypass via crafted URL
owner-portal-bff,typescript,trivy,HIGH,dependency,CVE-2026-44486,axios,0.21.1,"1.16.0, 0.32.0",package-lock.json,,axios: Axios: Information disclosure of proxy credentials via HTTP redirects
owner-portal-bff,typescript,trivy,HIGH,dependency,CVE-2026-44487,axios,0.21.1,"1.16.0, 0.32.0",package-lock.json,,axios: Axios: Information disclosure of proxy credentials via redirect flows
owner-portal-bff,typescript,trivy,HIGH,dependency,CVE-2026-44492,axios,0.21.1,"1.16.0, 0.32.0",package-lock.json,,axios: Axios: Proxy bypass via IPv4-mapped IPv6 address non-normalization
owner-portal-bff,typescript,trivy,HIGH,dependency,CVE-2026-44495,axios,0.21.1,"1.15.2, 0.31.1",package-lock.json,,axios: Axios: Information disclosure due to prototype pollution vulnerability
owner-portal-bff,typescript,trivy,HIGH,dependency,CVE-2026-44496,axios,0.21.1,"1.16.0, 0.32.0",package-lock.json,,axios: Axios: Client-side Denial of Service via unescaped regex metacharacters in XSRF cookie name
owner-portal-bff,typescript,trivy,HIGH,dependency,CVE-2026-47219,find-my-way,8.2.2,9.7.0,package-lock.json,,find-my-way: find-my-way: Denial of Service vulnerability in HTTP/2 server
owner-portal-bff,typescript,trivy,HIGH,dependency,CVE-2026-4800,lodash,4.17.15,4.18.0,package-lock.json,,lodash: lodash: Arbitrary code execution via untrusted input in template imports
owner-portal-bff,typescript,trivy,HIGH,dependency,NSWG-ECO-516,lodash,4.17.15,>=4.17.19,package-lock.json,,Allocation of Resources Without Limits or Throttling
service-appointments-api,go,semgrep,HIGH,code,palmtree-go-jwt-no-alg-check,,,,internal/auth/owner_token.go,31,JWT parsed without verifying the signing method
service-appointments-api,go,trivy,HIGH,dependency,CVE-2022-32149,golang.org/x/text,v0.3.7,0.3.8,go.mod,,golang: golang.org/x/text/language: ParseAcceptLanguage takes a long time to parse complex tags
service-appointments-api,go,trivy,HIGH,dependency,CVE-2026-56852,golang.org/x/text,v0.3.7,0.39.0,go.mod,,golang.org/x/text: golang.org/x/text: Denial of Service via invalid UTF-8 input
telemetry-quality-checks,python,semgrep,HIGH,code,palmtree-py-yaml-load-no-loader,,,,tqc/rules.py,18,yaml
telemetry-quality-checks,python,semgrep,HIGH,code,subprocess-shell-true,,,,tqc/report.py,24,Found 'subprocess' function 'run' with 'shell=True'
telemetry-quality-checks,python,trivy,CRITICAL,dependency,CVE-2020-14343,PyYAML,5.3,5.4,requirements.txt,,PyYAML: incomplete fix for CVE-2020-1747
telemetry-quality-checks,python,trivy,CRITICAL,dependency,CVE-2020-1747,PyYAML,5.3,5.3.1,requirements.txt,,PyYAML: arbitrary command execution through python/object/new when FullLoader is used
vin-registry-service,go,semgrep,HIGH,code,detected-bcrypt-hash,,,,cmd/server/main.go,58,bcrypt hash detected
vin-registry-service,go,semgrep,HIGH,code,palmtree-go-sql-string-concat,,,,internal/registry/store.go,82,SQL query built with string concatenation
vin-registry-service,go,trivy,HIGH,dependency,CVE-2022-3064,gopkg.in/yaml.v2,v2.2.2,2.2.4,go.mod,,go-yaml: Improve heuristics preventing CPU/memory abuse by parsing malicious or large YAML documents
vin-registry-service,go,trivy,HIGH,dependency,CVE-2024-45337,golang.org/x/crypto,v0.14.0,0.31.0,go.mod,,golang.org/x/crypto/ssh: Misuse of ServerConfig.PublicKeyCallback may cause authorization bypass in golang.org/x/crypto
vin-registry-service,go,trivy,HIGH,dependency,CVE-2025-22869,golang.org/x/crypto,v0.14.0,0.35.0,go.mod,,golang.org/x/crypto/ssh: Denial of Service in the Key Exchange of golang.org/x/crypto/ssh
vin-registry-service,go,trivy,HIGH,dependency,CVE-2025-47913,golang.org/x/crypto,v0.14.0,0.43.0,go.mod,,golang.org/x/crypto/ssh/agent: golang.org/x/crypto/ssh/agent: SSH client panic due to unexpected SSH_AGENT_SUCCESS
vin-registry-service,go,trivy,HIGH,dependency,CVE-2026-39828,golang.org/x/crypto,v0.14.0,0.52.0,go.mod,,golang.org/x/crypto/ssh: golang.org/x/crypto/ssh: Unauthorized command execution via discarded SSH permissions
vin-registry-service,go,trivy,HIGH,dependency,CVE-2026-39829,golang.org/x/crypto,v0.14.0,0.52.0,go.mod,,golang.org/x/crypto/ssh: golang.org/x/crypto/ssh: Denial of Service via crafted public key with excessive parameters
vin-registry-service,go,trivy,HIGH,dependency,CVE-2026-39830,golang.org/x/crypto,v0.14.0,0.52.0,go.mod,,golang.org/x/crypto/ssh: golang.org/x/crypto/ssh: Denial of Service via resource leak from unsolicited SSH responses
vin-registry-service,go,trivy,HIGH,dependency,CVE-2026-39831,golang.org/x/crypto,v0.14.0,0.52.0,go.mod,,golang.org/x/crypto/ssh: golang.org/x/crypto/ssh: Security key bypass due to missing user presence check
vin-registry-service,go,trivy,HIGH,dependency,CVE-2026-39832,golang.org/x/crypto,v0.14.0,0.52.0,go.mod,,golang.org/x/crypto/ssh/agent: golang.org/x/crypto/ssh/agent: Security bypass due to improper handling of key restrictio
vin-registry-service,go,trivy,HIGH,dependency,CVE-2026-39835,golang.org/x/crypto,v0.14.0,0.52.0,go.mod,,golang.org/x/crypto/ssh: golang: golang.org/x/crypto/ssh: Denial of Service via crafted SSH certificate
vin-registry-service,go,trivy,HIGH,dependency,CVE-2026-42508,golang.org/x/crypto,v0.14.0,0.52.0,go.mod,,golang.org/x/crypto/ssh/knownhosts: golang: golang.org/x/crypto/ssh/knownhosts: Revocation bypass via unchecked Signatur
vin-registry-service,go,trivy,HIGH,dependency,CVE-2026-46595,golang.org/x/crypto,v0.14.0,0.52.0,go.mod,,golang.org/x/crypto/ssh: golang.org/x/crypto/ssh: Authorization bypass due to skipped source-address validation
vin-registry-service,go,trivy,HIGH,dependency,CVE-2026-46597,golang.org/x/crypto,v0.14.0,0.52.0,go.mod,,golang.org/x/crypto/ssh: golang.org/x/crypto/ssh: Denial of Service via crafted AES-GCM packet decoder inputs
vin-registry-service,go,trivy,HIGH,dependency,CVE-2026-56854,golang.org/x/crypto,v0.14.0,0.55.0,go.mod,,golang.org/x/crypto/ssh: golang.org/x/crypto/ssh: Authentication bypass due to unenforced source-address restrictions
warranty-claims-api,java,semgrep,HIGH,code,palmtree-java-log4j-untrusted-input,,,,src/main/java/com/palmtree/warranty/rules/ClaimEvaluator.java,23,Untrusted request field logged through Log4j 2
warranty-claims-api,java,semgrep,HIGH,code,palmtree-java-snakeyaml-unsafe-constructor,,,,src/main/java/com/palmtree/warranty/rules/CoverageRules.java,26,new Yaml() uses the default Constructor which can instantiate arbitrary classes
warranty-claims-api,java,trivy,CRITICAL,dependency,CVE-2016-1000027,org.springframework:spring-web,5.3.23,6.0.0,pom.xml,,spring: HttpInvokerServiceExporter readRemoteInvocation method untrusted java deserialization
warranty-claims-api,java,trivy,CRITICAL,dependency,CVE-2021-44228,org.apache.logging.log4j:log4j-core,2.14.1,"2.15.0, 2.3.1, 2.12.2",pom.xml,,log4j-core: Remote code execution in Log4j 2.x when logs contain an attacker-controlled string value
warranty-claims-api,java,trivy,CRITICAL,dependency,CVE-2021-45046,org.apache.logging.log4j:log4j-core,2.14.1,"2.16.0, 2.12.2",pom.xml,,log4j-core: DoS in log4j 2.x with thread context message pattern and context lookup pattern (incomplete fix for CVE-2021
warranty-claims-api,java,trivy,HIGH,dependency,CVE-2021-45105,org.apache.logging.log4j:log4j-core,2.14.1,"2.12.3, 2.17.0, 2.3.1",pom.xml,,log4j-core: DoS in log4j 2.x with Thread Context Map (MDC) input data contains a recursive lookup and context lookup pat
warranty-claims-api,java,trivy,HIGH,dependency,CVE-2022-1471,org.yaml:snakeyaml,1.33,2.0,pom.xml,,SnakeYaml: Constructor Deserialization Remote Code Execution
warranty-claims-api,java,trivy,HIGH,dependency,CVE-2022-45143,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,"8.5.84, 9.0.69, 10.1.2",pom.xml,,tomcat: JsonErrorReportValve injection
warranty-claims-api,java,trivy,CRITICAL,dependency,CVE-2023-20860,org.springframework:spring-webmvc,5.3.23,"6.0.7, 5.3.26",pom.xml,,springframework: Security Bypass With Un-Prefixed Double Wildcard Pattern
warranty-claims-api,java,trivy,HIGH,dependency,CVE-2023-20863,org.springframework:spring-expression,5.3.23,"6.0.8, 5.3.27, 5.2.24.RELEASE",pom.xml,,springframework: Spring Expression DoS Vulnerability
warranty-claims-api,java,trivy,HIGH,dependency,CVE-2023-20883,org.springframework.boot:spring-boot-autoconfigure,2.7.5,"3.0.7, 2.7.12, 2.6.15, 2.5.15",pom.xml,,spring-boot: Spring Boot Welcome Page DoS Vulnerability
warranty-claims-api,java,trivy,HIGH,dependency,CVE-2023-24998,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,"10.1.5, 11.0.0-M5, 8.5.88, 9.0.71",pom.xml,,FileUpload: FileUpload DoS with excessive parts
warranty-claims-api,java,trivy,HIGH,dependency,CVE-2023-46589,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,"11.0.0-M11, 10.1.16, 9.0.83, 8.5.96",pom.xml,,tomcat: HTTP request smuggling via malformed trailer headers
warranty-claims-api,java,trivy,HIGH,dependency,CVE-2024-22243,org.springframework:spring-web,5.3.23,"6.1.4, 6.0.17, 5.3.32",pom.xml,,springframework: URL Parsing with Host Validation
warranty-claims-api,java,trivy,HIGH,dependency,CVE-2024-22259,org.springframework:spring-web,5.3.23,"6.1.5, 6.0.18, 5.3.33",pom.xml,,springframework: URL Parsing with Host Validation
warranty-claims-api,java,trivy,HIGH,dependency,CVE-2024-22262,org.springframework:spring-web,5.3.23,"5.3.34, 6.0.19, 6.1.6",pom.xml,,springframework: URL Parsing with Host Validation
warranty-claims-api,java,trivy,HIGH,dependency,CVE-2024-34750,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,"11.0.0-M21, 10.1.25, 9.0.90",pom.xml,,tomcat: Improper Handling of Exceptional Conditions
warranty-claims-api,java,trivy,HIGH,dependency,CVE-2024-38286,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,"11.0.0-M21, 10.1.25, 9.0.90",pom.xml,,tomcat: Denial of Service in Tomcat
warranty-claims-api,java,trivy,HIGH,dependency,CVE-2024-38816,org.springframework:spring-webmvc,5.3.23,6.1.13,pom.xml,,spring-webmvc: Path Traversal Vulnerability in Spring Applications Using RouterFunctions and FileSystemResource
warranty-claims-api,java,trivy,HIGH,dependency,CVE-2024-38819,org.springframework:spring-webmvc,5.3.23,6.1.14,pom.xml,,org.springframework:spring-webmvc: Path traversal vulnerability in functional web frameworks
warranty-claims-api,java,trivy,HIGH,dependency,CVE-2024-50379,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,"11.0.2, 10.1.34, 9.0.98",pom.xml,,tomcat: RCE due to TOCTOU issue in JSP compilation
warranty-claims-api,java,trivy,HIGH,dependency,CVE-2024-56337,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,"11.0.2, 10.1.34, 9.0.98",pom.xml,,tomcat: Incomplete fix for CVE-2024-50379 - RCE due to TOCTOU issue in JSP compilation
warranty-claims-api,java,trivy,HIGH,dependency,CVE-2025-22235,org.springframework.boot:spring-boot,2.7.5,"3.3.11, 3.4.5",pom.xml,,org.springframework.boot/spring-boot: Spring Boot EndpointRequest.to() creates wrong matcher if actuator endpoint is not
warranty-claims-api,java,trivy,CRITICAL,dependency,CVE-2025-24813,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,"11.0.3, 10.1.35, 9.0.99",pom.xml,,tomcat: Potential RCE and/or information disclosure and/or information corruption with partial PUT
warranty-claims-api,java,trivy,HIGH,dependency,CVE-2025-41249,org.springframework:spring-core,5.3.23,6.2.11,pom.xml,,org.springframework/spring-core: Spring Framework Annotation Detection Vulnerability
warranty-claims-api,java,trivy,HIGH,dependency,CVE-2025-48988,org.apache.tomcat.embed:tomcat-embed-core,9.0.68,"11.0.8, 10.1.42, 9.0.106",pom.xml,,tomcat: Apache Tomcat DoS in multipart upload
